country,region,year,sector,population,gdp_billion_usd,co2_emissions_million_tons,scenario
Japan,Asia,2015,Residential,,6558844.777459307,,Policy_Reduction
UAE,Asia,2018,Agriculture,892746899.0,6167839.517630872,1608.42,Policy_Reduction
Turkey,Middle East,2014,Energy,355622737.0,1781962.3032657795,4331.63,Policy_Reduction
Indonesia,Asia,2009,Energy,,2249159.6790097435,4874.02,Policy_Reduction
Mexico,North America,2001,Energy,,160874.58,1481.11,Baseline
Spain,Europe,1996,Residential,557817211.0,1568067.3535726322,835.45,Policy_Reduction
South Korea,Asia,2000,Residential,1240676172.0,2276834.4037161926,608.2,High_Growth
Iran,Asia,2022,Energy,1160671156.0,2010685.3304724596,734.54,High_Growth
Canada,North America,2021,Industry,883678234.0,,8987.84,Baseline
IRAN,Asia,1999,Energy,848169789.0,545196.9561645049,932.46,High_Growth
China,Asia,1995,Residential,168675954.0,,379.56,High_Growth
Malaysia,Asia,2015,Residential,1687668856.0,6477650.239051342,1390.82,High_Growth
Mexico,North America,2011,Industry,295789060.0,313993.0140835851,398.1,Policy_Reduction
Italy,Europe,1996,Agriculture,902371705.0,1137152.0884377738,898.43,Policy_Reduction
Australia,Oceania,2022,Energy,842985807.0,669034.0062574579,2288.42,Renewable_Transition
South Korea,Asia,2018,Energy,1505183964.0,4754777.82,4995.18,Baseline
Egypt,Africa,2015,Energy,1243956051.0,4249656.542864705,1093.12,Renewable_Transition
Argentina,South America,2011,Energy,744662499.0,,3107.34,Renewable_Transition
Mexico,North America,2023,Residential,301403662.0,481088.18,500.45,Baseline
Argentina,South America,2007,Energy,640658785.0,2844151.9341978324,1851.89,Renewable_Transition
Italy,Europe,2018,Agriculture,1325174192.0,3073685.31783706,2646.74,Policy_Reduction
UAE,Asia,1998,Agriculture,794850800.0,1988961.5892363056,611.0,Renewable_Transition
Mexico,North America,2015,Agriculture,319816860.0,355083.2797032984,116.66,Policy_Reduction
Turkey,Middle East,2024,Residential,375655872.0,,1707.85,Policy_Reduction
Saudi Arabia,Middle East,1996,Residential,1242314764.0,2577867.6406398625,152.97,High_Growth
Spain,Europe,2023,Agriculture,787789691.0,3005861.8584555215,2289.44,High_Growth
Spain,Europe,2010,Transport,643041864.0,2361734.8881413164,1625.54,Renewable_Transition
Spain,Europe,2001,Industry,,1921006.0976277487,3258.98,High_Growth
Argentina,South America,2001,Energy,635267074.0,2507793.5069612474,,Renewable_Transition
Italy,Europe,2003,Residential,965673633.0,1570643.8425388022,1434.12,Renewable_Transition
Canada,North America,1996,Agriculture,747621367.0,856651.65,852.52,Baseline
Vietnam,Asia,2004,Transport,291069319.0,1018328.02,1903.19,Baseline
Spain,Europe,1995,Industry,548309259.0,1492905.666377535,1700.65,Renewable_Transition
Russia,Europe,2012,Transport,1508343769.0,2394253.5805643857,771.5,Renewable_Transition
Argentina,South America,2013,Agriculture,631213171.0,5994877.711285695,383.28,High_Growth
Germany,Europe,2002,Residential,263969608.0,3407704.522441507,1045.69,Policy_Reduction
United States,North America,2011,Industry,1453985758.0,381945.75,2083.24,Baseline
Mexico,North America,2004,Industry,251131181.0,202830.6726903503,803.94,High_Growth
Canada,North America,2008,Agriculture,939367476.0,1638032.7520744072,558.82,Policy_Reduction
Nigeria,Africa,2005,Transport,1440798419.0,,80.98,Renewable_Transition
THAILAND,Asia,2003,Industry,37691651.0,3719644.2,384.61,Baseline
Egypt,Africa,2013,Residential,1258909504.0,3941007.4261098583,247.5,Renewable_Transition
Malaysia,Asia,1999,Residential,1483048087.0,2169870.8232626985,758.21,Renewable_Transition
Iran,Asia,2022,Energy,1160671156.0,1848776.96,620.96,Baseline
Germany,Europe,2020,Industry,334463567.0,8661383.997814016,2601.48,High_Growth
Japan,Asia,2019,Industry,503289821.0,6208325.23,1916.28,Baseline
Indonesia,Asia,2021,Residential,833792034.0,,2367.24,Baseline
Turkey,Middle East,2011,Industry,331141372.0,1115537.725209525,6793.69,High_Growth
Argentina,South America,1999,Industry,588068898.0,2781094.92,1285.37,Baseline
Malaysia,Asia,2016,Industry,1985850393.0,4292968.405043939,,Policy_Reduction
Australia,Oceania,2011,Industry,755229123.0,412315.39,2648.36,Baseline
Saudi Arabia,Middle East,1999,Residential,1302309752.0,2761001.680943424,,Policy_Reduction
Turkey,Middle East,2015,Transport,396735781.0,1766256.7946797065,3123.43,Policy_Reduction
Japan,Asia,2001,Residential,433673582.0,,1114.4,Policy_Reduction
Indonesia,Asia,2020,Residential,645408766.0,3021868.14,2546.58,Baseline
United States,North America,2006,Transport,1364117735.0,391292.05214888783,1644.15,High_Growth
ARGENTINA,South America,2023,Agriculture,,10910867.158018071,,Renewable_Transition
South Africa,Africa,2004,Transport,451564661.0,1016846.1994410239,528.96,Renewable_Transition
Thailand,Asia,1996,Industry,,3025252.8580939015,318.26,Renewable_Transition
Mexico,North America,2007,Residential,253519369.0,,241.83,Renewable_Transition
UAE,Asia,2016,Energy,924912325.0,3440313.953613983,14901.63,High_Growth
United Kingdom,Europe,2011,Industry,88401914.0,1828481.22,5952.96,Baseline
INDONESIA,Asia,1995,Residential,501337509.0,1267364.1432957803,,Renewable_Transition
Bangladesh,Asia,2019,Residential,1798009587.0,601330.9633706784,,Policy_Reduction
Indonesia,Asia,2007,Residential,622713890.0,2580269.89,1737.02,Baseline
Turkey,Middle East,2016,Agriculture,340076662.0,1814070.6620480365,3068.45,High_Growth
Nigeria,Africa,2024,Transport,1569650658.0,4301722.830820265,179.54,Policy_Reduction
Pakistan,Asia,2019,Industry,1639884474.0,4059178.748557401,1714.48,Policy_Reduction
South Africa,Africa,2006,Agriculture,451665217.0,1122750.0276999583,351.91,High_Growth
Egypt,Africa,2019,Agriculture,1402229548.0,7424053.85639187,305.2,High_Growth
Brazil,South America,2002,Energy,458835723.0,2748872.25,5395.61,Baseline
Italy,Europe,2024,Industry,1269478044.0,2586239.2161020185,3905.27,Policy_Reduction
United States,North America,1995,Industry,1237077737.0,236671.0,1740.59,Baseline
Canada,North America,2003,Transport,804261004.0,1099331.1671906135,1636.05,Policy_Reduction
Egypt,Africa,2006,Residential,1081076353.0,4585706.75106913,335.52,High_Growth
Brazil,South America,2007,Residential,,3212115.4089939194,1294.67,Policy_Reduction
Vietnam,Asia,2008,Transport,313225022.0,1038264.4998298639,1509.9,Renewable_Transition
Mexico,North America,2016,Agriculture,305198232.0,326908.8484490948,,Renewable_Transition
Germany,Europe,2004,Industry,259595862.0,3504811.357321874,4786.2,High_Growth
Australia,Oceania,2004,Residential,612317144.0,292231.68103767,1113.97,Renewable_Transition
Germany,Europe,2002,Residential,263969608.0,3290521.61518288,886.0,Renewable_Transition
Spain,Europe,2016,Residential,777182171.0,2217751.4151327293,,Renewable_Transition
Malaysia,Asia,1997,Transport,1432596763.0,2210808.869299191,2117.44,High_Growth
UAE,Asia,2006,Transport,860852179.0,2358167.138662284,2135.42,Policy_Reduction
Philippines,Asia,2006,Agriculture,148503547.0,4172695.66,808.57,Baseline
Philippines,Asia,2001,Energy,134756716.0,,6833.76,High_Growth
Australia,Oceania,2019,Energy,739430367.0,356110.26,7845.7,Baseline
Nigeria,Africa,2017,Residential,1821440510.0,5642659.7078226935,101.46,Policy_Reduction
Vietnam,Asia,2019,Agriculture,339416366.0,,659.82,Baseline
VIETNAM,Asia,2013,Transport,326139214.0,1389636.46,2098.99,Baseline
South Korea,Asia,2023,Transport,1548794909.0,4530177.827344181,1438.98,Renewable_Transition
Bangladesh,Asia,2012,Residential,,550857.5845713256,1664.53,Policy_Reduction
Mexico,North America,2014,Energy,290095557.0,406087.68421042484,2380.2,Policy_Reduction
Italy,Europe,2016,Energy,1038347097.0,1620131.31,8031.29,Baseline
Australia,Oceania,2020,Transport,931496009.0,,1692.41,Renewable_Transition
Mexico,North America,1999,Industry,235103143.0,166847.31209734626,471.02,Renewable_Transition
South Africa,Africa,2014,Agriculture,,1323734.2162919787,166.92,Renewable_Transition
India,Asia,1995,Transport,1387858126.0,,1755.23,Policy_Reduction
India,Asia,2012,Industry,1833592780.0,2082951.9932158638,,Renewable_Transition
Iran,Asia,2003,Agriculture,894014904.0,,,Policy_Reduction
China,Asia,2016,Agriculture,233185601.0,5184650.749910264,703.92,High_Growth
UNITED STATES,North America,1997,Transport,1262758334.0,287669.05685093545,1363.2,High_Growth
Australia,Oceania,2022,Transport,842985807.0,,4195.88,Policy_Reduction
Philippines,Asia,2019,Transport,175108665.0,4582793.16914986,4193.3,High_Growth
Thailand,Asia,2021,Agriculture,52488537.0,,96.62,Renewable_Transition
Spain,Europe,2008,Agriculture,621959521.0,,1122.35,High_Growth
INDIA,Asia,2007,Agriculture,1684959690.0,2733091.858174521,959.34,Policy_Reduction
Egypt,Africa,2002,Residential,1066486860.0,3235486.3723881375,195.36,High_Growth
United Kingdom,Europe,2005,Transport,,1788431.02,2417.87,Baseline
Egypt,Africa,2000,Energy,,,730.21,Renewable_Transition
Canada,North America,2000,Transport,,930777.1,2222.19,Baseline
Australia,Oceania,2013,Energy,790615261.0,352564.08487570466,,Renewable_Transition
Nigeria,Africa,2009,Residential,1532480203.0,2466688.11,71.71,Baseline
Iran,Asia,2024,Transport,1085520446.0,1224838.0140723272,167.0,Renewable_Transition
SPAIN,Europe,2006,Transport,605382542.0,2272607.7379856333,1995.14,High_Growth
United States,North America,2020,Transport,1666909804.0,562274.3691635856,,High_Growth
Malaysia,Asia,2000,Industry,1497666822.0,2095328.5,2626.02,Baseline
TURKEY,Middle East,2007,Agriculture,310759818.0,941196.26,1247.91,Baseline
CHINA,Asia,1996,Residential,171766188.0,2004961.6799213232,262.02,Renewable_Transition
Japan,Asia,2013,Industry,498048282.0,,,Policy_Reduction
United States,North America,2007,Agriculture,1566775202.0,367448.57949978946,972.83,High_Growth
Canada,North America,2015,Residential,844737733.0,1763376.8,1446.64,Baseline
South Korea,Asia,2021,Energy,,3930979.0214361935,1656.65,High_Growth
Indonesia,Asia,1998,Residential,528757561.0,1397799.91,1417.99,Baseline
UAE,Asia,2024,Residential,1161493722.0,3799267.19,1807.64,Baseline
Mexico,North America,2006,Agriculture,253618726.0,172475.58754824955,136.43,Policy_Reduction
Indonesia,Asia,2013,Residential,699960040.0,3025351.206030128,1792.41,Renewable_Transition
Egypt,Africa,1998,Industry,1052509370.0,2803601.87,443.91,Baseline
Brazil,South America,2020,Industry,585652569.0,4604660.79,3375.64,Baseline
China,Asia,2021,Agriculture,203598881.0,3182899.1626148475,272.19,Policy_Reduction
Vietnam,Asia,1997,Transport,278012175.0,745030.568034988,1763.76,High_Growth
United States,North America,2010,Transport,,,1638.99,Renewable_Transition
South Korea,Asia,2000,Agriculture,1240676172.0,2117350.62,380.45,Baseline
Iran,Asia,2016,Industry,960858549.0,1136591.3613187082,494.59,Policy_Reduction
Iran,Asia,2015,Transport,,1524387.798612996,291.52,High_Growth
South Africa,Africa,2021,Agriculture,608547214.0,1086705.2318294323,,Renewable_Transition
India,Asia,2020,Agriculture,2258261528.0,4886311.678311777,1221.75,Renewable_Transition
Malaysia,Asia,1997,Agriculture,1432596763.0,1911288.7338457764,555.5,Renewable_Transition
China,Asia,2005,Residential,190751177.0,,403.42,High_Growth
Italy,Europe,2017,Residential,1061442572.0,3149063.19,1253.99,Baseline
India,Asia,2001,Energy,1542894526.0,,3604.11,Renewable_Transition
South Korea,Asia,2002,Energy,1275166560.0,1903221.81,1969.58,Baseline
Turkey,Middle East,2011,Energy,331141372.0,1061176.3066500076,4520.45,Policy_Reduction
United Kingdom,Europe,2014,Energy,,,2939.05,Policy_Reduction
Thailand,Asia,2018,Residential,50212700.0,4804301.779555203,115.54,Policy_Reduction
Brazil,South America,1998,Energy,423025985.0,,5581.81,Policy_Reduction
Turkey,Middle East,1995,Residential,270810084.0,706482.1677958771,1586.67,High_Growth
Philippines,Asia,2015,Transport,,7641189.389025451,2085.19,Policy_Reduction
UNITED KINGDOM,Europe,2001,Transport,76526979.0,1298248.4514511647,1854.86,Renewable_Transition
Japan,Asia,2009,Residential,,3209591.0548288906,875.61,Policy_Reduction
THAILAND,Asia,2019,Residential,42012766.0,8143996.984361013,426.69,High_Growth
United States,North America,2010,Industry,1526717307.0,534655.6321969175,1289.36,Policy_Reduction
Argentina,South America,2003,Industry,600435305.0,3333251.4985425896,,High_Growth
France,Europe,1999,Industry,1298070296.0,796316.3228593381,,High_Growth
United Kingdom,Europe,1999,Energy,73480874.0,1200000.931691979,4178.71,Renewable_Transition
Vietnam,Asia,2004,Residential,291069319.0,1028675.7701995274,921.54,Renewable_Transition
Bangladesh,Asia,2013,Industry,,461284.63225199556,,Policy_Reduction
Spain,Europe,1995,Agriculture,,1521134.0422781757,561.64,Policy_Reduction
Indonesia,Asia,2013,Residential,699960040.0,3354804.035769712,2655.97,High_Growth
United Kingdom,Europe,1995,Industry,69612573.0,1025712.1853059954,2366.08,Policy_Reduction
China,Asia,2022,Industry,277155114.0,3693236.7465592707,527.6,Policy_Reduction
United Kingdom,Europe,2013,Transport,82942394.0,2281199.95,3211.41,Baseline
Mexico,North America,1998,Residential,238456403.0,,294.87,High_Growth
India,Asia,1996,Industry,1410958165.0,1511971.316887826,2265.0,Renewable_Transition
South Korea,Asia,1999,Energy,1198227967.0,1970429.1139799538,,High_Growth
Indonesia,Asia,1999,Transport,513189803.0,1416436.438550449,2429.36,Policy_Reduction
Turkey,Middle East,1999,Industry,292169883.0,789270.8133151334,2935.98,Policy_Reduction
Nigeria,Africa,2001,Transport,1354675363.0,2176514.25,108.45,Baseline
Mexico,North America,2007,Energy,253519369.0,206236.40137545427,,Policy_Reduction
Turkey,Middle East,2018,Energy,394700945.0,1599328.72,14752.82,Baseline
Pakistan,Asia,1996,Energy,1375150964.0,1845614.9687832096,1520.9,Policy_Reduction
Germany,Europe,2009,Residential,270754441.0,3921540.7754442845,1527.08,Policy_Reduction
Saudi Arabia,Middle East,2009,Industry,,2987998.6406104453,303.92,Policy_Reduction
Japan,Asia,1996,Agriculture,408331618.0,2307466.6072803056,784.85,Policy_Reduction
Nigeria,Africa,1998,Agriculture,1329687239.0,1846838.32,38.64,Baseline
Russia,Europe,2024,Industry,1777972431.0,5327650.518738122,1306.28,Policy_Reduction
Canada,North America,2004,Energy,,1513252.9107322732,,High_Growth
China,Asia,2015,Industry,190155513.0,,530.61,Renewable_Transition
Saudi Arabia,Middle East,2021,Agriculture,1977944090.0,5934490.403217789,107.35,Policy_Reduction
Malaysia,Asia,2020,Energy,2209240061.0,3587359.62707961,3734.03,Renewable_Transition
Iran,Asia,2011,Agriculture,991412483.0,955767.1963884096,137.13,High_Growth
Malaysia,Asia,2008,Transport,1670936998.0,3535658.594244795,2143.4,Renewable_Transition
United Kingdom,Europe,2021,Residential,79796048.0,4750419.715809144,,High_Growth
Bangladesh,Asia,2000,Agriculture,1435210793.0,252291.70218577047,,Renewable_Transition
Vietnam,Asia,2008,Industry,313225022.0,1071756.8353188378,2642.32,Renewable_Transition
Germany,Europe,2013,Residential,289837168.0,6556599.373274317,1259.3,Policy_Reduction
Canada,North America,2023,Industry,888464160.0,,1861.64,Baseline
South Korea,Asia,2013,Energy,1634485864.0,3184627.1768265055,1877.51,Renewable_Transition
Spain,Europe,2022,Industry,667005645.0,2902505.8608318903,1917.5,High_Growth
Saudi Arabia,Middle East,2019,Industry,,,249.57,Baseline
Pakistan,Asia,2001,Residential,1441677358.0,2818012.1263969475,532.15,High_Growth
JAPAN,Asia,2022,Energy,510935354.0,5803631.25,6475.46,Baseline
Saudi Arabia,Middle East,2017,Agriculture,,8120886.919408256,178.38,High_Growth
France,Europe,2022,Industry,1796845418.0,1357585.586470949,4334.26,Policy_Reduction
South Korea,Asia,1999,Residential,1198227967.0,1944580.2082110764,552.28,High_Growth
UAE,Asia,2005,Industry,831886880.0,3116785.1278545777,3554.45,High_Growth
EGYPT,Africa,2021,Industry,1360758608.0,5013903.81,431.76,Baseline
India,Asia,2021,Transport,,,2742.06,Baseline
Japan,Asia,2023,Industry,656311140.0,5554051.553038465,1574.0,Policy_Reduction
CANADA,North America,2010,Energy,840058641.0,1111538.82,7772.96,Baseline
Germany,Europe,2016,Agriculture,293872598.0,7187306.515310281,740.05,Policy_Reduction
South Africa,Africa,2017,Agriculture,523530291.0,1128736.9341185729,517.84,High_Growth
South Africa,Africa,2011,Residential,480262508.0,1240947.8107942499,984.34,High_Growth
France,Europe,2023,Transport,,2850085.6289719413,4310.95,Renewable_Transition
Vietnam,Asia,2014,Transport,378676354.0,1508754.56,3594.11,Baseline
Indonesia,Asia,2002,Energy,,1618866.320981005,,Renewable_Transition
Philippines,Asia,1998,Transport,125792949.0,2889184.12,2284.38,Baseline
Turkey,Middle East,2003,Energy,297860295.0,795660.2662225906,3982.14,Renewable_Transition
United Kingdom,Europe,1999,Residential,73480874.0,1150062.79,1274.81,Baseline
United States,North America,2003,Energy,1317079774.0,315741.81947152666,3844.98,Policy_Reduction
Italy,Europe,2007,Residential,1052381257.0,1756035.2328788417,2296.79,High_Growth
Spain,Europe,2022,Agriculture,667005645.0,3015858.2035376746,1298.46,High_Growth
South Korea,Asia,2018,Transport,1505183964.0,4754777.82,2170.51,Baseline
Vietnam,Asia,2018,Agriculture,,,794.49,Policy_Reduction
Australia,Oceania,2006,Transport,653193463.0,301615.06,3357.89,Baseline
Canada,North America,1997,Energy,,,5334.22,Baseline
South Korea,Asia,2003,Industry,,2576336.06376051,1986.37,High_Growth
Bangladesh,Asia,2020,Industry,2050038940.0,874336.4284513594,2858.88,Policy_Reduction
Malaysia,Asia,2022,Agriculture,1585190813.0,5335981.356259957,760.74,High_Growth
Turkey,Middle East,2004,Residential,308770965.0,978635.29,1687.92,Baseline
Pakistan,Asia,2006,Agriculture,1652466463.0,2851618.8592912154,,High_Growth
Russia,Europe,1995,Transport,1230368209.0,1469941.7628578942,676.82,Renewable_Transition
Thailand,Asia,2005,Energy,38919395.0,3817599.5,634.02,Baseline
France,Europe,2015,Industry,1439795577.0,1542302.1012629897,4105.93,High_Growth
UAE,Asia,2006,Transport,860852179.0,2375363.8530670297,1801.17,Renewable_Transition
MEXICO,North America,2022,Agriculture,336620599.0,362048.0885615393,266.02,High_Growth
France,Europe,2007,Industry,1317723810.0,,2076.1,Policy_Reduction
Mexico,North America,2020,Industry,315978054.0,379824.52,2143.6,Baseline
Egypt,Africa,2020,Industry,1568867132.0,3888321.2086848877,404.56,Policy_Reduction
Turkey,Middle East,2024,Residential,375655872.0,,2009.61,Baseline
Canada,North America,2014,Transport,1002554842.0,1363496.92,4210.92,Baseline
